# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Nov 03 16:56:31 CET 2020 [seed=1604418990202]
# TreeTime_26102020.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.NY.other	location.rates.other.NY	location.indicators.NY.other	location.indicators.other.NY	location.nonZeroRates	location.branchRates	location.treeLikelihood
596000	-1806.0673289747758	-265.81423153293457	-1540.2530974418412	2.1935870792091205	2.193587079209117	0.9347135799073667	0.24377277552124738	1.0	1.0	2.0	0.0	-1540.2530974418412
597000	-1808.1436705285819	-280.84713249960623	-1527.2965380289756	2.3115541783060087	2.3115541783060007	1.5486225660047888	0.41905738105938106	1.0	1.0	2.0	0.0	-1527.2965380289756
598000	-1811.346002193412	-255.14692897242315	-1556.1990732209888	2.0694193493406177	2.0694193493406154	4.2121698277051545	1.2929718129921843	1.0	1.0	2.0	0.0	-1556.1990732209888
599000	-1809.8723614362248	-257.1523217919986	-1552.720039644226	2.0883581788077783	2.088358178807776	4.182710555561365	1.0407415853493147	1.0	1.0	2.0	0.0	-1552.720039644226
600000	-1810.429335742839	-231.0033086698334	-1579.4260270730056	1.9080381621356741	1.908038162135677	0.6305606483831554	0.2213839800138809	1.0	1.0	2.0	0.0	-1579.4260270730056
601000	-1807.43550357843	-246.5532038275804	-1560.8822997508496	2.029738045817906	2.029738045817904	1.3458339066593896	0.3576948550905302	1.0	1.0	2.0	0.0	-1560.8822997508496
602000	-1809.0648776408634	-273.85747521709266	-1535.2074024237709	2.2491256634176757	2.249125663417686	1.929614250906071	0.586046662541506	1.0	1.0	2.0	0.0	-1535.2074024237709
603000	-1807.4910088271786	-258.6262383140515	-1548.864770513127	2.1280844845181277	2.1280844845181335	1.4912460144050947	0.40884529357983557	1.0	1.0	2.0	0.0	-1548.864770513127
604000	-1805.6834993042744	-259.41473593534164	-1546.2687633689327	2.142322152639547	2.14232215263955	0.7834853187929433	0.18583112776101973	1.0	1.0	2.0	0.0	-1546.2687633689327
605000	-1807.0798565041314	-245.78010808371735	-1561.299748420414	2.024126368834053	2.0241263688340445	1.2505882662651968	0.35755412599228	1.0	1.0	2.0	0.0	-1561.299748420414
606000	-1805.1765295951632	-263.54814855636295	-1541.6283810388002	2.1825513759226896	2.1825513759226918	0.19900365807728762	0.04595585297580744	1.0	1.0	2.0	0.0	-1541.6283810388002
607000	-1806.5242883402084	-260.7191065043784	-1545.8051818358301	2.14815241416197	2.148152414161968	1.2637957609444195	0.30586323981136115	1.0	1.0	2.0	0.0	-1545.8051818358301
608000	-1808.4817664776838	-260.4770221760652	-1548.0047443016185	2.1392680303626967	2.1392680303627043	1.9883272411413297	0.41207472645380344	1.0	1.0	2.0	0.0	-1548.0047443016185
609000	-1811.3890689457844	-282.9948723253581	-1528.3941966204263	2.3101442602023154	2.3101442602023043	3.4005714960844644	0.8850781249873925	1.0	1.0	2.0	0.0	-1528.3941966204263
610000	-1808.3273735478122	-249.07261875659802	-1559.254754791214	2.0490392603924223	2.0490392603924343	1.450725367991442	0.4412839016727765	1.0	1.0	2.0	0.0	-1559.254754791214
611000	-1809.8738795970703	-292.6289007586847	-1517.2449788383856	2.4165884845678147	2.416588484567817	0.8872925371985191	0.18109443732938527	1.0	1.0	2.0	0.0	-1517.2449788383856
612000	-1808.2424954309402	-248.19761605066256	-1560.0448793802775	2.039278052453672	2.0392780524536733	1.72746652179195	0.46835847561278704	1.0	1.0	2.0	0.0	-1560.0448793802775
613000	-1805.496954753625	-257.09875172081206	-1548.398203032813	2.1278226098664477	2.1278226098664583	0.31970637238781024	0.084521277381868	1.0	1.0	2.0	0.0	-1548.398203032813
614000	-1806.1459443895346	-261.0438969078075	-1545.1020474817271	2.1517519651609325	2.151751965160939	1.1731677318142772	0.2866229515649919	1.0	1.0	2.0	0.0	-1545.1020474817271
615000	-1809.5330725549686	-240.76484329941005	-1568.7682292555585	1.9872577695952427	1.987257769595239	0.7788898022420783	0.2666206439286131	1.0	1.0	2.0	0.0	-1568.7682292555585
616000	-1809.4989228514034	-260.3745523115063	-1549.1243705398972	2.119136117406395	2.119136117406385	3.8263118630885615	0.9026667504855134	1.0	1.0	2.0	0.0	-1549.1243705398972
617000	-1805.7763902408722	-271.74929613347246	-1534.0270941073998	2.2465058913843476	2.24650589138435	0.5834991584450147	0.1403030348479848	1.0	1.0	2.0	0.0	-1534.0270941073998
618000	-1808.5311674173356	-277.955653778225	-1530.5755136391106	2.2838848873708173	2.2838848873708204	1.9828510796934282	0.4341027192111364	1.0	1.0	2.0	0.0	-1530.5755136391106
619000	-1809.3557291689683	-270.2247568018964	-1539.130972367072	2.234155615793237	2.2341556157932483	0.5472144695291845	0.14327269604695103	1.0	1.0	2.0	0.0	-1539.130972367072
620000	-1806.4165177596155	-251.80279455675281	-1554.6137232028627	2.076889645036864	2.0768896450368692	0.9965887268942162	0.2622890842112872	1.0	1.0	2.0	0.0	-1554.6137232028627
621000	-1807.4855675878346	-269.31778514487746	-1538.167782442957	2.2108862327781433	2.2108862327781305	2.0551382182231728	0.5380622746710846	1.0	1.0	2.0	0.0	-1538.167782442957
622000	-1807.1847986353168	-272.20157972587725	-1534.9832189094395	2.239822105624461	2.239822105624448	1.5547538506484002	0.4283584982407118	1.0	1.0	2.0	0.0	-1534.9832189094395
623000	-1806.323527124931	-260.6423318865528	-1545.6811952383782	2.1529751446540044	2.1529751446540186	0.7441095329458555	0.16641312773548367	1.0	1.0	2.0	0.0	-1545.6811952383782
624000	-1807.7530396499767	-246.98114687073658	-1560.77189277924	2.0388085428123843	2.0388085428123848	0.8557529478721767	0.1803037854697616	1.0	1.0	2.0	0.0	-1560.77189277924
625000	-1808.973772862021	-275.43278688826166	-1533.5409859737592	2.266783799729382	2.2667837997293803	1.4896477736865574	0.46923779323229853	1.0	1.0	2.0	0.0	-1533.5409859737592
626000	-1805.7757671390098	-248.03166508317216	-1557.7441020558376	2.0512113820843907	2.0512113820843814	0.4582814262301922	0.13045807104553084	1.0	1.0	2.0	0.0	-1557.7441020558376
627000	-1810.2926647462066	-243.81656193148186	-1566.4761028147248	1.9853406948369727	1.9853406948369712	3.3987176140114057	0.9300418649254533	1.0	1.0	2.0	0.0	-1566.4761028147248
628000	-1807.139148039627	-254.91906118066174	-1552.220086858965	2.099335005686701	2.099335005686702	1.3075670196985085	0.3570648017327917	1.0	1.0	2.0	0.0	-1552.220086858965
629000	-1807.4324043860256	-261.8760594464551	-1545.5563449395706	2.1502800134458218	2.150280013445819	2.0068600243269823	0.4628364884954461	1.0	1.0	2.0	0.0	-1545.5563449395706
630000	-1806.3964531348702	-249.6573130778005	-1556.7391400570696	2.0592728553263027	2.0592728553263164	0.9778939110758779	0.262955314816237	1.0	1.0	2.0	0.0	-1556.7391400570696
631000	-1808.2948045828962	-258.3096876392003	-1549.9851169436959	2.1197080302630336	2.1197080302630193	2.0835795672249797	0.5114719250965496	1.0	1.0	2.0	0.0	-1549.9851169436959
632000	-1806.8081733618753	-248.31955828113797	-1558.4886150807374	2.043924719622655	2.043924719622654	1.3801943533073984	0.3764137610117987	1.0	1.0	2.0	0.0	-1558.4886150807374
633000	-1806.4081918895376	-274.194783180484	-1532.2134087090535	2.2689521485847592	2.268952148584757	0.3754296234728262	0.0836425373859734	1.0	1.0	2.0	0.0	-1532.2134087090535
634000	-1808.848553161095	-243.80079245204132	-1565.0477607090536	2.0145104161866705	2.0145104161866585	0.6598263011369433	0.13030597964451623	1.0	1.0	2.0	0.0	-1565.0477607090536
635000	-1809.0125866292003	-275.77636983507114	-1533.2362167941292	2.2641292901717858	2.264129290171784	2.1376397542998915	0.485338854225654	1.0	1.0	2.0	0.0	-1533.2362167941292
636000	-1807.740927866942	-282.52052287090794	-1525.2204049960342	2.329862776075711	2.3298627760757085	1.1655900392514151	0.26496456753993897	1.0	1.0	2.0	0.0	-1525.2204049960342
637000	-1806.9376488074236	-252.13051917188602	-1554.8071296355374	2.0792427119672934	2.0792427119672845	1.0598741503185745	0.24256805619999677	1.0	1.0	2.0	0.0	-1554.8071296355374
638000	-1808.2746777542598	-251.00871791178258	-1557.265959842477	2.068359275291923	2.06835927529192	1.2289482066670123	0.26599978455446627	1.0	1.0	2.0	0.0	-1557.265959842477
639000	-1805.9726253557685	-258.8461283192948	-1547.1264970364737	2.137608399340279	2.137608399340289	0.7539753968393197	0.21594120316929294	1.0	1.0	2.0	0.0	-1547.1264970364737
640000	-1809.6111809715321	-253.72235425359492	-1555.8888267179373	2.0696420411569307	2.0696420411569276	3.2199489909521093	0.8337250811538899	1.0	1.0	2.0	0.0	-1555.8888267179373
641000	-1809.8873313975687	-246.69451178419544	-1563.1928196133733	2.01237049894087	2.0123704989408724	3.2086802633053915	0.7336077902758829	1.0	1.0	2.0	0.0	-1563.1928196133733
642000	-1808.2716965836048	-254.74004544254973	-1553.5316511410551	2.0923601755723498	2.092360175572342	1.78507300197449	0.5428207625524892	1.0	1.0	2.0	0.0	-1553.5316511410551
643000	-1805.5306511450422	-245.77389829699717	-1559.756752848045	2.034870568751742	2.0348705687517508	0.2376655947619182	0.06671794587022865	1.0	1.0	2.0	0.0	-1559.756752848045
644000	-1810.6267858126234	-257.07426824922425	-1553.552517563399	2.086372306942278	2.086372306942298	4.390182992651468	0.9950306185922346	1.0	1.0	2.0	0.0	-1553.552517563399
645000	-1812.1461291282628	-234.47355910514102	-1577.6725700231218	1.9240251499374577	1.9240251499374472	1.8321608693355194	0.5590940188295085	1.0	1.0	2.0	0.0	-1577.6725700231218
646000	-1808.1182158927722	-249.40121713775605	-1558.7169987550162	2.0476597505109515	2.0476597505109626	1.8893990772512783	0.4978052635501646	1.0	1.0	2.0	0.0	-1558.7169987550162
647000	-1807.9984613466554	-243.07333649469595	-1564.9251248519595	1.9983044466444881	1.9983044466444906	1.5728411142779786	0.4470339408053304	1.0	1.0	2.0	0.0	-1564.9251248519595
648000	-1808.4624464806006	-277.544103684328	-1530.9183427962726	2.28900394162256	2.2890039416225694	1.1498768582070493	0.237453715231477	1.0	1.0	2.0	0.0	-1530.9183427962726
649000	-1810.1777129754573	-266.1256008015301	-1544.0521121739273	2.166485711564765	2.1664857115647824	3.867826731887287	0.894529545267033	1.0	1.0	2.0	0.0	-1544.0521121739273
650000	-1807.752462064292	-237.45283224943262	-1570.2996298148594	1.9565941238218876	1.9565941238218867	1.1578629026082334	0.27902589952882884	1.0	1.0	2.0	0.0	-1570.2996298148594
651000	-1812.4592760922894	-232.10956875944768	-1580.3497073328417	1.8900139588499723	1.8900139588499836	3.207267978358619	0.9279779801254198	1.0	1.0	2.0	0.0	-1580.3497073328417
652000	-1810.0252873643726	-267.54447724744193	-1542.4808101169306	2.1940052382537596	2.194005238253774	2.3942807489443823	0.4639590569589105	1.0	1.0	2.0	0.0	-1542.4808101169306
653000	-1806.783702805005	-252.856290718491	-1553.927412086514	2.0799264998893325	2.079926499889342	1.5570116706931993	0.3886268522295268	1.0	1.0	2.0	0.0	-1553.927412086514
654000	-1806.7706243121925	-255.66991789839355	-1551.100706413799	2.1033390005426766	2.103339000542678	1.5400817261010138	0.3918884995424045	1.0	1.0	2.0	0.0	-1551.100706413799
655000	-1809.4709714162618	-290.299963266964	-1519.1710081492977	2.4020576358900527	2.402057635890055	0.3783052010132607	0.11543269911114157	1.0	1.0	2.0	0.0	-1519.1710081492977
656000	-1811.471957901707	-288.1116516193235	-1523.3603062823834	2.3492254209087693	2.3492254209087764	3.701782187738265	0.9821571044427235	1.0	1.0	2.0	0.0	-1523.3603062823834
657000	-1807.9502025557244	-257.69058790500435	-1550.25961465072	2.114131070192783	2.1141310701927853	2.098008047667254	0.5514019228499221	1.0	1.0	2.0	0.0	-1550.25961465072
658000	-1805.9396390474585	-252.6796790353805	-1553.259960012078	2.0869232807093017	2.0869232807092954	0.7380236846720464	0.18606476267370686	1.0	1.0	2.0	0.0	-1553.259960012078
659000	-1807.0685568536046	-266.47023746155037	-1540.5983193920542	2.1922820186293994	2.192282018629402	1.5619328680480524	0.4301442227506657	1.0	1.0	2.0	0.0	-1540.5983193920542
660000	-1806.0892811133476	-280.3252847416391	-1525.7639963717086	2.3218435931487744	2.3218435931487895	0.16228383461157472	0.041236760668858174	1.0	1.0	2.0	0.0	-1525.7639963717086
661000	-1806.9819499272207	-265.9627022792262	-1541.0192476479945	2.1880828562601726	2.1880828562601873	1.5813771415803697	0.41021077778361753	1.0	1.0	2.0	0.0	-1541.0192476479945
662000	-1806.102261904853	-259.8198248683786	-1546.2824370364744	2.1449259947928785	2.1449259947928785	0.8470331206953317	0.21294717244511652	1.0	1.0	2.0	0.0	-1546.2824370364744
663000	-1810.5654058909927	-247.716937486118	-1562.8484684048747	2.013440412636903	2.0134404126368963	3.737085765377046	1.098415124994408	1.0	1.0	2.0	0.0	-1562.8484684048747
664000	-1806.623847465785	-266.3102205872947	-1540.3136268784904	2.196428076506257	2.196428076506253	1.083102927781576	0.24832540916005638	1.0	1.0	2.0	0.0	-1540.3136268784904
665000	-1806.1010776577227	-246.12627074599095	-1559.9748069117318	2.0367331308323653	2.036733130832371	0.3374118829959958	0.09440875284609906	1.0	1.0	2.0	0.0	-1559.9748069117318
666000	-1808.0244380085685	-250.31095461481914	-1557.7134833937494	2.051076277391655	2.0510762773916635	2.244538240745728	0.6398066790107	1.0	1.0	2.0	0.0	-1557.7134833937494
667000	-1809.0350983623357	-284.0920643139364	-1524.9430340483993	2.3419336686899244	2.3419336686899337	1.2255519331679918	0.31916390970105607	1.0	1.0	2.0	0.0	-1524.9430340483993
668000	-1810.9657707744148	-237.00868095613896	-1573.9570898182758	1.9594523977515705	1.9594523977515672	0.4731393589737441	0.17438614155444898	1.0	1.0	2.0	0.0	-1573.9570898182758
669000	-1806.026954367494	-264.73036001678247	-1541.2965943507115	2.188281965356982	2.188281965356975	0.5827466276883166	0.1524566991686164	1.0	1.0	2.0	0.0	-1541.2965943507115
670000	-1808.1313278052671	-246.0515864172162	-1562.079741388051	2.030364510450194	2.030364510450187	0.9338612831125671	0.19239360724073618	1.0	1.0	2.0	0.0	-1562.079741388051
671000	-1809.5591480323453	-281.16812176122403	-1528.3910262711213	2.30458365671146	2.304583656711467	2.447759262623027	0.6825144288198176	1.0	1.0	2.0	0.0	-1528.3910262711213
672000	-1812.0193599473898	-256.8187690671177	-1555.200590880272	2.11633634889631	2.116336348896302	1.2870592354521622	0.22422814951686695	1.0	1.0	2.0	0.0	-1555.200590880272
673000	-1806.3583624644452	-241.06273150497307	-1565.2956309594722	1.9964821195290017	1.9964821195290001	0.18681534878728379	0.042539635509631066	1.0	1.0	2.0	0.0	-1565.2956309594722
674000	-1807.7995231136038	-261.4505094878237	-1546.3490136257801	2.1625105588808906	2.1625105588808795	0.47488214128894923	0.09239058377480158	1.0	1.0	2.0	0.0	-1546.3490136257801
675000	-1809.7638320430196	-260.20866253264035	-1549.5551695103793	2.1206559895271964	2.1206559895271937	3.4710892140595937	0.9084645878411083	1.0	1.0	2.0	0.0	-1549.5551695103793
676000	-1806.4982045474612	-271.5895605565793	-1534.908643990882	2.2443510143270284	2.2443510143270395	0.6723963566202571	0.15185810069037142	1.0	1.0	2.0	0.0	-1534.908643990882
677000	-1807.6882448620122	-252.72906702387962	-1554.9591778381325	2.0841901547741206	2.0841901547741295	1.0004864802534041	0.3030443618512354	1.0	1.0	2.0	0.0	-1554.9591778381325
678000	-1810.0507863977741	-229.2979375895289	-1580.7528488082453	1.8878366825193023	1.8878366825193014	1.212682924637499	0.3739157786177235	1.0	1.0	2.0	0.0	-1580.7528488082453
679000	-1806.4822751243103	-248.32676253321233	-1558.155512591098	2.055351481138581	2.0553514811385942	0.2928783250783132	0.09098144944010766	1.0	1.0	2.0	0.0	-1558.155512591098
680000	-1807.5245210549638	-271.46701698028863	-1536.057504074675	2.2366078765037893	2.236607876503786	1.2968121026271788	0.3398377419581093	1.0	1.0	2.0	0.0	-1536.057504074675
681000	-1807.276442285404	-260.30822375530255	-1546.9682185301015	2.145002746908786	2.145002746908794	1.2320555494297412	0.307055495269687	1.0	1.0	2.0	0.0	-1546.9682185301015
682000	-1809.5506650907823	-266.67686815655077	-1542.8737969342314	2.176779977314117	2.1767799773141165	3.2118679592598984	0.8587099810095017	1.0	1.0	2.0	0.0	-1542.8737969342314
683000	-1810.684999666395	-283.88345926984096	-1526.801540396554	2.3362886085491064	2.3362886085491064	1.5773636303139107	0.44030230440486473	1.0	1.0	2.0	0.0	-1526.801540396554
684000	-1810.5715175778448	-219.55146465209916	-1591.0200529257456	1.8153062535960998	1.8153062535961082	0.47205811866641756	0.12909839779411816	1.0	1.0	2.0	0.0	-1591.0200529257456
685000	-1807.9233448822345	-271.70536709044046	-1536.217977791794	2.2337798817162517	2.233779881716261	1.7227739325096156	0.49369147558775267	1.0	1.0	2.0	0.0	-1536.217977791794
686000	-1805.7334185577695	-256.83649606960176	-1548.8969224881678	2.1212888010754405	2.1212888010754463	0.7536771052823805	0.17729395384811245	1.0	1.0	2.0	0.0	-1548.8969224881678
687000	-1813.3285340824673	-312.48341638890685	-1500.8451176935605	2.5889103035053935	2.5889103035053935	0.0992446644001171	0.020814565099603916	1.0	1.0	2.0	0.0	-1500.8451176935605
688000	-1805.162582558912	-259.62547273059516	-1545.5371098283167	2.148329713921297	2.1483297139213002	0.3641275823629409	0.09048802857780523	1.0	1.0	2.0	0.0	-1545.5371098283167
689000	-1805.7177718165756	-269.8257567990118	-1535.8920150175638	2.2353256252053	2.2353256252052947	0.11679058965221548	0.03342405509642207	1.0	1.0	2.0	0.0	-1535.8920150175638
690000	-1807.2675901043344	-263.11179173827725	-1544.1557983660573	2.1617830543651704	2.1617830543651624	1.8851288995278663	0.4312739068117426	1.0	1.0	2.0	0.0	-1544.1557983660573
691000	-1807.5749345038848	-259.33884110314887	-1548.2360934007359	2.1257548518209464	2.125754851820952	2.270526266345173	0.6234852191689929	1.0	1.0	2.0	0.0	-1548.2360934007359
692000	-1811.197275959289	-258.1434946832975	-1553.0537812759915	2.087512350578421	2.0875123505784288	5.0754307849456834	1.2413368887727232	1.0	1.0	2.0	0.0	-1553.0537812759915
693000	-1808.1690615680702	-281.43173772956766	-1526.7373238385026	2.3263562050822393	2.3263562050822557	0.6289739548169851	0.1361641558638414	1.0	1.0	2.0	0.0	-1526.7373238385026
694000	-1806.6767972451041	-253.29676403903332	-1553.3800332060707	2.0885937614143866	2.088593761414402	1.0629575064930332	0.27648782224311413	1.0	1.0	2.0	0.0	-1553.3800332060707
695000	-1809.721377965267	-270.90475821905665	-1538.8166197462103	2.2109653748078197	2.2109653748078326	3.424863041268818	0.7457543488629148	1.0	1.0	2.0	0.0	-1538.8166197462103
696000	-1813.164069478476	-222.09025468726819	-1591.0738147912077	1.8192556009543321	1.819255600954328	2.0254863315105167	0.6373941958343861	1.0	1.0	2.0	0.0	-1591.0738147912077
697000	-1807.8488993517794	-264.5438460688454	-1543.305053282934	2.1827979471799788	2.182797947179979	0.9974375291332735	0.21344598854731606	1.0	1.0	2.0	0.0	-1543.305053282934
698000	-1806.3834189215024	-242.47797022176977	-1563.9054486997327	2.0074841782950363	2.007484178295042	0.24374053668847315	0.07212590311730391	1.0	1.0	2.0	0.0	-1563.9054486997327
699000	-1809.9837732044264	-241.60495263582703	-1568.3788205685994	1.9844190998248181	1.9844190998248237	1.6746240261344079	0.5538298919214635	1.0	1.0	2.0	0.0	-1568.3788205685994
700000	-1807.1176023700455	-262.3553426831176	-1544.7622596869278	2.1535410184129575	2.153541018412961	2.0455374511692574	0.5096649178697347	1.0	1.0	2.0	0.0	-1544.7622596869278
701000	-1805.8564460510136	-268.52376515928336	-1537.3326808917302	2.2191846292742072	2.2191846292742046	0.6267144820514765	0.17046152543882198	1.0	1.0	2.0	0.0	-1537.3326808917302
702000	-1808.5054789421877	-247.9847083198518	-1560.520770622336	2.028120458004347	2.0281204580043486	2.675654075253175	0.6547311605297936	1.0	1.0	2.0	0.0	-1560.520770622336
703000	-1807.79422556783	-273.3506073286974	-1534.4436182391325	2.255464643027433	2.25546464302743	0.9597486978256369	0.28365674231425797	1.0	1.0	2.0	0.0	-1534.4436182391325
704000	-1807.6299065645	-253.27227037227567	-1554.3576361922244	2.0964864615463976	2.0964864615463905	0.28118108031878986	0.08064830936165102	1.0	1.0	2.0	0.0	-1554.3576361922244
705000	-1807.9470686326144	-278.5960950168559	-1529.3509736157587	2.301083827005595	2.3010838270056015	0.7895222996897153	0.19128762790306794	1.0	1.0	2.0	0.0	-1529.3509736157587
706000	-1807.5129728865707	-262.6883265301883	-1544.8246463563823	2.1603248925496477	2.1603248925496406	1.6845007839430999	0.38451335235757145	1.0	1.0	2.0	0.0	-1544.8246463563823
707000	-1810.010940755885	-252.2193741723758	-1557.7915665835092	2.057238551588109	2.057238551588108	3.140449394790675	0.9081314908628534	1.0	1.0	2.0	0.0	-1557.7915665835092
708000	-1809.2650771494355	-284.9292602389661	-1524.3358169104692	2.339156064303588	2.3391560643035905	2.194503218210466	0.5227616608305702	1.0	1.0	2.0	0.0	-1524.3358169104692
709000	-1806.6520243283235	-257.6559707798532	-1548.9960535484702	2.120749894180118	2.1207498941801246	1.4179820069225146	0.3975404166335145	1.0	1.0	2.0	0.0	-1548.9960535484702
710000	-1807.0049223082463	-242.89989761408964	-1564.1050246941566	2.003872728638817	2.00387272863882	0.9194949946730712	0.25445477948636347	1.0	1.0	2.0	0.0	-1564.1050246941566
711000	-1807.0863852498746	-261.7317008396542	-1545.3546844102204	2.1500113511011474	2.15001135110116	1.863658644018613	0.49412120012446686	1.0	1.0	2.0	0.0	-1545.3546844102204
712000	-1810.2423741860978	-283.67910377455945	-1526.5632704115383	2.3224040416508154	2.322404041650812	2.8119774637312136	0.6776956574023822	1.0	1.0	2.0	0.0	-1526.5632704115383
713000	-1809.7626485955711	-267.8821711110621	-1541.880477484509	2.205278492966883	2.2052784929668947	1.544330258102512	0.29037660588603403	1.0	1.0	2.0	0.0	-1541.880477484509
714000	-1806.6262542985248	-268.8634496786831	-1537.7628046198417	2.225202649935747	2.225202649935744	0.33891168771393243	0.07129671227867669	1.0	1.0	2.0	0.0	-1537.7628046198417
715000	-1808.0571937919012	-265.2613845382646	-1542.7958092536367	2.1735996380743767	2.1735996380743723	2.382036396153348	0.6570867383634202	1.0	1.0	2.0	0.0	-1542.7958092536367
716000	-1809.8728125882399	-247.9843518273005	-1561.8884607609393	2.037044757626858	2.037044757626869	1.6862545421204025	0.5660130967335373	1.0	1.0	2.0	0.0	-1561.8884607609393
717000	-1809.4640977863523	-279.0270885571685	-1530.4370092291838	2.2913749020286356	2.291374902028627	1.981122229060926	0.6029249907211921	1.0	1.0	2.0	0.0	-1530.4370092291838
718000	-1808.4724264031795	-278.8810861170493	-1529.5913402861302	2.3011934668825136	2.301193466882513	1.0284607248106954	0.22410256902136894	1.0	1.0	2.0	0.0	-1529.5913402861302
719000	-1808.3436771541296	-252.6660414722313	-1555.6776356818984	2.073929526650216	2.073929526650217	2.0227359321618543	0.45685845480942444	1.0	1.0	2.0	0.0	-1555.6776356818984
720000	-1807.7687621664293	-273.8939873027039	-1533.8747748637254	2.257002417093859	2.25700241709386	1.2535277116282943	0.34758280330977936	1.0	1.0	2.0	0.0	-1533.8747748637254
721000	-1809.3699137890464	-260.8007622613106	-1548.5691515277358	2.142079895140062	2.1420798951400686	1.8312497409928734	0.5533466991702367	1.0	1.0	2.0	0.0	-1548.5691515277358
722000	-1808.2770920336372	-240.9574169356936	-1567.3196750979437	1.9810958259375226	1.9810958259375198	1.5210469344952586	0.46123372189682327	1.0	1.0	2.0	0.0	-1567.3196750979437
723000	-1808.5637004788189	-258.7806524764142	-1549.7830480024047	2.122461462871584	2.122461462871583	2.243780973574203	0.48973975704486167	1.0	1.0	2.0	0.0	-1549.7830480024047
724000	-1809.9001406607822	-245.69966838857863	-1564.2004722722036	2.006100409501809	2.0061004095018187	2.905255637020077	0.7994269823761818	1.0	1.0	2.0	0.0	-1564.2004722722036
725000	-1807.7117096932889	-269.06536077885704	-1538.6463489144319	2.2177042665435773	2.217704266543586	1.170185471909032	0.34733464636059824	1.0	1.0	2.0	0.0	-1538.6463489144319
726000	-1810.79673126631	-294.8124306285378	-1515.984300637772	2.4268925958110628	2.4268925958110525	1.580803337459956	0.4271239758434207	1.0	1.0	2.0	0.0	-1515.984300637772
727000	-1809.2359527851409	-267.00257280921545	-1542.2333799759253	2.1887815824954773	2.1887815824954786	2.386415207803294	0.5606723945429614	1.0	1.0	2.0	0.0	-1542.2333799759253
728000	-1807.8986225460303	-280.0982576243583	-1527.8003649216719	2.3045411885855085	2.3045411885855067	1.6323409786320162	0.4331960921884318	1.0	1.0	2.0	0.0	-1527.8003649216719
729000	-1812.8317250291657	-249.29389195716723	-1563.5378330719984	2.0223294107660674	2.0223294107660745	4.171817594413317	1.167123992103979	1.0	1.0	2.0	0.0	-1563.5378330719984
730000	-1808.6785103574314	-257.9571567769856	-1550.7213535804458	2.1195236728611153	2.1195236728611246	1.7583882170687133	0.5063948455677603	1.0	1.0	2.0	0.0	-1550.7213535804458
731000	-1809.9494683398539	-243.57443582816487	-1566.375032511689	1.9835073623375457	1.983507362337556	3.4230438029103833	0.8850066261588402	1.0	1.0	2.0	0.0	-1566.375032511689
732000	-1808.782790999138	-277.2014756929114	-1531.5813153062265	2.274579110801849	2.274579110801848	2.256229340187851	0.5301295896143617	1.0	1.0	2.0	0.0	-1531.5813153062265
733000	-1807.2739297900916	-263.88182006887735	-1543.3921097212144	2.180296666705396	2.180296666705395	0.6578944949927352	0.19299320538930986	1.0	1.0	2.0	0.0	-1543.3921097212144
734000	-1809.745399968332	-270.573798175785	-1539.171601792547	2.2085587427358697	2.208558742735869	3.223904097282084	0.9063475734226023	1.0	1.0	2.0	0.0	-1539.171601792547
735000	-1809.315308716311	-277.20918071858836	-1532.1061279977225	2.290347622036922	2.2903476220369265	0.709181428012656	0.18099100941577903	1.0	1.0	2.0	0.0	-1532.1061279977225
736000	-1808.9795636556578	-265.8893724551804	-1543.0901912004774	2.183611056664886	2.18361105666489	1.8774978575000858	0.5807290339043508	1.0	1.0	2.0	0.0	-1543.0901912004774
737000	-1805.7218165202964	-252.45101395060743	-1553.270802569689	2.088858470147161	2.088858470147163	0.3735901968809669	0.08813870800096518	1.0	1.0	2.0	0.0	-1553.270802569689
738000	-1807.5932866921057	-251.36679364936802	-1556.2264930427377	2.0609697644181684	2.060969764418165	2.1569597989694667	0.5884449185144627	1.0	1.0	2.0	0.0	-1556.2264930427377
739000	-1806.0096744262971	-255.0903608706262	-1550.919313555671	2.1057153094966052	2.105715309496606	0.8403626942012529	0.2250907280392988	1.0	1.0	2.0	0.0	-1550.919313555671
740000	-1807.7315669447457	-263.0294668579723	-1544.7021000867735	2.154653951794295	2.1546539517943013	2.4424874424282934	0.652448893646008	1.0	1.0	2.0	0.0	-1544.7021000867735
741000	-1808.8305456497842	-259.77818206205916	-1549.052363587725	2.13376224001406	2.1337622400140503	1.9680622643468313	0.3983516164568767	1.0	1.0	2.0	0.0	-1549.052363587725
742000	-1810.218276722742	-265.6817891672097	-1544.5364875555324	2.162374635311829	2.162374635311825	3.937710056316953	0.8772554250464571	1.0	1.0	2.0	0.0	-1544.5364875555324
743000	-1810.037491526399	-245.75860575523126	-1564.2788857711678	2.003182190255459	2.003182190255458	3.2532233871557503	0.8628312566247985	1.0	1.0	2.0	0.0	-1564.2788857711678
744000	-1808.3775360175339	-245.647436143293	-1562.730099874241	2.014006609192671	2.014006609192677	2.1841253688834232	0.5134950015958227	1.0	1.0	2.0	0.0	-1562.730099874241
745000	-1811.9188565120553	-238.19272169312717	-1573.7261348189281	1.9392569077833255	1.9392569077833333	3.379004874627971	0.8917227244665107	1.0	1.0	2.0	0.0	-1573.7261348189281
