# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Nov 03 16:56:31 CET 2020 [seed=1604418990202]
# TreeTime_26102020.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.NY.other	location.rates.other.NY	location.indicators.NY.other	location.indicators.other.NY	location.nonZeroRates	location.branchRates	location.treeLikelihood
148000	-1805.8159556196658	-257.76805913341417	-1548.0478964862516	2.1304031776559507	2.1304031776559462	0.6195454956132153	0.14237085694680807	1.0	1.0	2.0	0.0	-1548.0478964862516
149000	-1808.1625489228727	-264.54204966281446	-1543.6204992600583	2.1781868238059268	2.1781868238059268	1.4662682119921449	0.29961360090550876	1.0	1.0	2.0	0.0	-1543.6204992600583
150000	-1805.986549872757	-257.62874167715387	-1548.3578081956032	2.1269659554036005	2.1269659554036107	0.8423851919155029	0.19527863207475943	1.0	1.0	2.0	0.0	-1548.3578081956032
151000	-1809.8853974732613	-244.8678962608953	-1565.017501212366	1.9951784820541218	1.9951784820541205	3.3106851373934054	0.8812769254680121	1.0	1.0	2.0	0.0	-1565.017501212366
152000	-1806.0247351027929	-259.9511075205447	-1546.0736275822483	2.14313498447619	2.143134984476187	1.1309996270191363	0.2765354017062944	1.0	1.0	2.0	0.0	-1546.0736275822483
153000	-1808.5334043238774	-252.45535243622376	-1556.0780518876536	2.0840940467846387	2.0840940467846574	0.7968186797617033	0.24460366562209246	1.0	1.0	2.0	0.0	-1556.0780518876536
154000	-1811.44458190652	-293.27254589587943	-1518.1720360106406	2.395102283711971	2.3951022837119607	3.4614807023205376	0.8445559319722089	1.0	1.0	2.0	0.0	-1518.1720360106406
155000	-1807.8747730089995	-268.05692635937044	-1539.817846649629	2.2096109413061513	2.2096109413061567	1.1312496439606208	0.35508000134708295	1.0	1.0	2.0	0.0	-1539.817846649629
156000	-1806.0704507447704	-264.40323400232995	-1541.6672167424404	2.189040567611086	2.189040567611088	0.2532309019228923	0.06324558198429044	1.0	1.0	2.0	0.0	-1541.6672167424404
157000	-1806.6684429112977	-241.32605397595697	-1565.3423889353408	1.9985924338980934	1.9985924338981047	0.1841424487227353	0.053669514225326224	1.0	1.0	2.0	0.0	-1565.3423889353408
158000	-1808.7908280199067	-258.9526644070557	-1549.838163612851	2.115444483180858	2.115444483180869	2.9428807241436954	0.8100013304331208	1.0	1.0	2.0	0.0	-1549.838163612851
159000	-1807.1937827382642	-254.73050810478122	-1552.463274633483	2.0920421584053495	2.092042158405365	1.884614014080927	0.4721461701019692	1.0	1.0	2.0	0.0	-1552.463274633483
160000	-1809.4302578708266	-253.03917228231737	-1556.3910855885092	2.0749477325949366	2.0749477325949344	2.0566980083735267	0.6730665413446426	1.0	1.0	2.0	0.0	-1556.3910855885092
161000	-1810.2082160964642	-280.7078673472385	-1529.5003487492256	2.2888781353941727	2.2888781353941723	3.6836139078033434	0.8826701061994593	1.0	1.0	2.0	0.0	-1529.5003487492256
162000	-1806.720418634134	-246.77492338937574	-1559.9454952447581	2.038810240169941	2.0388102401699526	0.6412828524425722	0.18834541599409538	1.0	1.0	2.0	0.0	-1559.9454952447581
163000	-1807.858061683483	-284.95721343555704	-1522.900848247926	2.349630594094846	2.349630594094847	1.1748409556213883	0.30574203467187283	1.0	1.0	2.0	0.0	-1522.900848247926
164000	-1805.3138642088695	-260.2514046496139	-1545.0624595592556	2.154626118089971	2.1546261180899733	0.24934645529789423	0.07088867817135934	1.0	1.0	2.0	0.0	-1545.0624595592556
165000	-1809.9576567957924	-242.2338659545038	-1567.7237908412887	1.973738814973733	1.973738814973741	3.3056725246868646	0.8415919557764907	1.0	1.0	2.0	0.0	-1567.7237908412887
166000	-1808.842347383109	-268.39515092446845	-1540.4471964586405	2.1937143100066785	2.19371431000668	3.0345698776449552	0.7094728826506818	1.0	1.0	2.0	0.0	-1540.4471964586405
167000	-1813.1120232059147	-249.97535897593656	-1563.1366642299781	2.013326330308605	2.0133263303086046	5.749085900562764	1.3586141304391757	1.0	1.0	2.0	0.0	-1563.1366642299781
168000	-1806.2791246330985	-249.67146631395883	-1556.6076583191395	2.061733556173032	2.0617335561730386	0.7732672121579925	0.18457193545086578	1.0	1.0	2.0	0.0	-1556.6076583191395
169000	-1809.4685803804211	-232.41030800158288	-1577.0582723788382	1.9081281100415772	1.9081281100415732	1.7775040157494817	0.470575759824631	1.0	1.0	2.0	0.0	-1577.0582723788382
170000	-1807.8497765397647	-279.14607684113156	-1528.703699698633	2.296596102544601	2.2965961025446178	1.6773164323468341	0.39531658276513715	1.0	1.0	2.0	0.0	-1528.703699698633
171000	-1807.140126178768	-279.3083453063172	-1527.8317808724507	2.3091240239854454	2.309124023985446	0.561606643462648	0.16069674450401827	1.0	1.0	2.0	0.0	-1527.8317808724507
172000	-1810.1745858755758	-250.31709269059368	-1559.857493184982	2.0321405137613473	2.0321405137613446	4.091294395471515	1.0859838488142455	1.0	1.0	2.0	0.0	-1559.857493184982
173000	-1809.144253970697	-265.5072696460655	-1543.6369843246316	2.173438801466041	2.1734388014660397	2.717501201911226	0.586928233369437	1.0	1.0	2.0	0.0	-1543.6369843246316
174000	-1818.2306635380792	-270.9788309891597	-1547.2518325489195	2.21980904247003	2.2198090424700423	2.2348142354803793	0.9420320143431852	1.0	1.0	2.0	0.0	-1547.2518325489195
175000	-1810.1654631076342	-226.35673550489108	-1583.8087276027431	1.8650079528520698	1.8650079528520818	1.0794752419424758	0.3233465317858825	1.0	1.0	2.0	0.0	-1583.8087276027431
176000	-1807.6100649136463	-251.7051415022699	-1555.9049234113763	2.0649839211272356	2.0649839211272365	2.0704175686956763	0.5285717927128176	1.0	1.0	2.0	0.0	-1555.9049234113763
177000	-1809.6898335145124	-246.51728593144878	-1563.1725475830635	2.009576709942297	2.0095767099423005	3.2157762207678187	0.88669094627621	1.0	1.0	2.0	0.0	-1563.1725475830635
178000	-1806.8595047136519	-255.01369881511064	-1551.8458058985411	2.0985774510330684	2.098577451033075	1.4654714681839514	0.3852797153546418	1.0	1.0	2.0	0.0	-1551.8458058985411
179000	-1809.9381550103517	-266.6393364340349	-1543.2988185763168	2.170957185379411	2.17095718537943	3.7950528337200136	0.9411015409593361	1.0	1.0	2.0	0.0	-1543.2988185763168
180000	-1810.2945918476776	-261.260640073748	-1549.0339517739296	2.1299398785809642	2.1299398785809536	3.3412512712013354	0.9691920507115835	1.0	1.0	2.0	0.0	-1549.0339517739296
181000	-1808.10572117076	-256.64821971651736	-1551.4575014542427	2.0985126737686866	2.0985126737686897	2.7527924161454087	0.740302125332166	1.0	1.0	2.0	0.0	-1551.4575014542427
182000	-1805.7165321117666	-259.9763697209085	-1545.7401623908581	2.150427217919775	2.1504272179197845	0.44064166577278036	0.11158965858258867	1.0	1.0	2.0	0.0	-1545.7401623908581
183000	-1806.4689157963937	-258.3417778408902	-1548.1271379555035	2.129599967963008	2.129599967962996	1.160250613532604	0.27237665345152706	1.0	1.0	2.0	0.0	-1548.1271379555035
184000	-1808.540110580379	-278.98634578391545	-1529.5537647964634	2.305937737703096	2.305937737703082	0.5960606121370157	0.18894817129829794	1.0	1.0	2.0	0.0	-1529.5537647964634
185000	-1805.6168129772811	-263.84804958937735	-1541.7687633879038	2.1793762192160178	2.179376219216008	0.7389255078869971	0.18933612094139524	1.0	1.0	2.0	0.0	-1541.7687633879038
186000	-1807.3771609245412	-259.6441940381628	-1547.7329668863783	2.131174942819173	2.1311749428191713	2.0271860728229982	0.5176701529692469	1.0	1.0	2.0	0.0	-1547.7329668863783
187000	-1810.83800235263	-277.4291779475741	-1533.4088244050558	2.2667033558280663	2.26670335582806	3.288815452140306	0.6761741003819924	1.0	1.0	2.0	0.0	-1533.4088244050558
188000	-1805.6324971835577	-260.80649528069216	-1544.8260019028655	2.157868904267005	2.157868904267014	0.3743390341882473	0.1094108459421062	1.0	1.0	2.0	0.0	-1544.8260019028655
189000	-1807.9423349033834	-251.47046444504682	-1556.4718704583365	2.0646194677696115	2.064619467769622	1.8982890456264645	0.510035806769066	1.0	1.0	2.0	0.0	-1556.4718704583365
190000	-1807.956488676522	-258.2299164391457	-1549.7265722373763	2.1295736247647663	2.1295736247647716	1.0032960937923128	0.32065086590538966	1.0	1.0	2.0	0.0	-1549.7265722373763
191000	-1810.3457348008496	-272.9131227850261	-1537.4326120158237	2.235250118865122	2.23525011886513	2.6565277190675034	0.5901699032751624	1.0	1.0	2.0	0.0	-1537.4326120158237
192000	-1807.1569189021552	-256.3591477852221	-1550.797771116933	2.1052623189304747	2.1052623189304756	1.9167727276448872	0.47217007293131474	1.0	1.0	2.0	0.0	-1550.797771116933
193000	-1807.0086789305244	-264.3936039925771	-1542.6150749379474	2.176304261604761	2.176304261604761	1.5069161090405394	0.3378406974041429	1.0	1.0	2.0	0.0	-1542.6150749379474
194000	-1807.664030864034	-242.84218631471174	-1564.8218445493221	2.0079378972196436	2.0079378972196507	0.4713096073801823	0.1539772587619146	1.0	1.0	2.0	0.0	-1564.8218445493221
195000	-1806.7717905756	-271.9118816010391	-1534.859908974561	2.2421423353412258	2.2421423353412377	1.1150449061665504	0.2982151590679123	1.0	1.0	2.0	0.0	-1534.859908974561
196000	-1810.9538437636388	-237.66700445654257	-1573.2868393070962	1.9366315475441098	1.936631547544112	3.2015629794475955	0.8605358626518964	1.0	1.0	2.0	0.0	-1573.2868393070962
197000	-1806.2897158276398	-271.5746958553895	-1534.7150199722503	2.240093028662015	2.2400930286620158	1.0513545971078666	0.27216148247950606	1.0	1.0	2.0	0.0	-1534.7150199722503
198000	-1807.7903214401356	-265.1739780549881	-1542.6163433851475	2.1848004532546077	2.1848004532546166	1.2289049710466915	0.3703079449332216	1.0	1.0	2.0	0.0	-1542.6163433851475
199000	-1813.6187234429426	-295.54885571472374	-1518.069867728219	2.4053996496265966	2.4053996496265864	4.370631168415005	0.9685210657628972	1.0	1.0	2.0	0.0	-1518.069867728219
200000	-1806.8580750846163	-265.9798497193343	-1540.8782253652819	2.186683363023002	2.186683363023005	1.7289902552860323	0.4487333731174153	1.0	1.0	2.0	0.0	-1540.8782253652819
201000	-1807.435791446543	-270.2930431569553	-1537.1427482895876	2.225726267909476	2.225726267909487	1.4396642424518575	0.33691301542664304	1.0	1.0	2.0	0.0	-1537.1427482895876
202000	-1806.3741389712877	-276.00676728091304	-1530.3673716903747	2.2836490903299347	2.2836490903299445	0.4021252939669497	0.09441213465589786	1.0	1.0	2.0	0.0	-1530.3673716903747
203000	-1808.8989204183367	-273.31544408421854	-1535.5834763341181	2.2371615475585056	2.2371615475585096	2.6740676358094704	0.7441565470127558	1.0	1.0	2.0	0.0	-1535.5834763341181
204000	-1808.1035688805562	-276.55525558746393	-1531.5483132930922	2.275769457153153	2.275769457153158	1.6296591688224404	0.3667562916168387	1.0	1.0	2.0	0.0	-1531.5483132930922
205000	-1805.4574336975934	-256.6761060374392	-1548.7813276601541	2.1217895426827433	2.1217895426827527	0.5633630645888256	0.14675005390553628	1.0	1.0	2.0	0.0	-1548.7813276601541
206000	-1805.980393321065	-261.8193886511807	-1544.1610046698843	2.1591449875993454	2.159144987599356	1.0587877003156725	0.28376507760481806	1.0	1.0	2.0	0.0	-1544.1610046698843
207000	-1810.2019011949221	-246.3749633531072	-1563.826937841815	2.0311581992556023	2.0311581992555987	0.9959354502723439	0.3578447663790486	1.0	1.0	2.0	0.0	-1563.826937841815
208000	-1806.3237275669383	-268.3437748827126	-1537.9799526842257	2.2125376971033774	2.212537697103384	1.1313073781103116	0.28847332440501783	1.0	1.0	2.0	0.0	-1537.9799526842257
209000	-1808.1670217527742	-237.80024134794348	-1570.3667804048307	1.9561913184085715	1.9561913184085742	1.4475381215134264	0.38540924874267996	1.0	1.0	2.0	0.0	-1570.3667804048307
210000	-1805.6966071752959	-261.1419767069074	-1544.5546304683885	2.157996218793326	2.15799621879333	0.6446320673087789	0.15922566188796322	1.0	1.0	2.0	0.0	-1544.5546304683885
211000	-1811.8908836063545	-253.4196182678456	-1558.4712653385088	2.06598009927165	2.065980099271658	3.508250535460911	0.6849140255374704	1.0	1.0	2.0	0.0	-1558.4712653385088
212000	-1807.6410890942557	-258.3165864452452	-1549.3245026490106	2.1200156350560566	2.1200156350560535	2.0738088851418306	0.4909960134359666	1.0	1.0	2.0	0.0	-1549.3245026490106
213000	-1807.9388197627932	-266.89469234519345	-1541.0441274175996	2.2041574536891857	2.2041574536891977	0.8008663288237542	0.181724815145715	1.0	1.0	2.0	0.0	-1541.0441274175996
214000	-1808.3548201320173	-261.68933111332177	-1546.6654890186956	2.15530111512626	2.1553011151262536	1.2903729521019367	0.38628069193176345	1.0	1.0	2.0	0.0	-1546.6654890186956
215000	-1808.7528093800267	-268.69933687633016	-1540.0534725036966	2.193974686345	2.193974686344997	3.207460876140117	0.8093276688269686	1.0	1.0	2.0	0.0	-1540.0534725036966
216000	-1809.0216720727233	-252.44840462363945	-1556.573267449084	2.0702557112446702	2.070255711244683	2.192435557245436	0.5131805001567539	1.0	1.0	2.0	0.0	-1556.573267449084
217000	-1806.446914430436	-269.72471305484265	-1536.7222013755934	2.2326025540311063	2.2326025540311147	0.296125374318169	0.08184234208716647	1.0	1.0	2.0	0.0	-1536.7222013755934
218000	-1807.0177866012812	-264.5131363949579	-1542.5046502063233	2.180969136633334	2.1809691366333483	1.0971451381711848	0.30385792788029936	1.0	1.0	2.0	0.0	-1542.5046502063233
219000	-1808.6417897685767	-243.99515719843217	-1564.6466325701444	1.9980080211825324	1.9980080211825373	2.3922101258741866	0.5852853099462885	1.0	1.0	2.0	0.0	-1564.6466325701444
220000	-1806.895681316884	-267.5195249383684	-1539.3761563785156	2.2068035012301737	2.2068035012301865	1.0411335104776165	0.2467859691249503	1.0	1.0	2.0	0.0	-1539.3761563785156
221000	-1808.8797218913567	-239.2523165104976	-1569.627405380859	1.9696212197374998	1.9696212197374898	1.3651132218281847	0.29790282209048385	1.0	1.0	2.0	0.0	-1569.627405380859
222000	-1808.575518072359	-280.112177850484	-1528.4633402218751	2.302800232920971	2.3028002329209785	1.8747343920169992	0.41492254192290334	1.0	1.0	2.0	0.0	-1528.4633402218751
223000	-1808.2050249923213	-287.17262973065556	-1521.0323952616657	2.3704171056974084	2.3704171056974106	0.9617732106308793	0.22461036204153056	1.0	1.0	2.0	0.0	-1521.0323952616657
224000	-1807.9096192472514	-236.30453551494455	-1571.6050837323069	1.950819919800564	1.9508199198005622	0.7569955273814386	0.22898731838791594	1.0	1.0	2.0	0.0	-1571.6050837323069
225000	-1810.9321067159112	-278.4184637341224	-1532.513642981789	2.270745444903982	2.270745444903984	3.6422105503572917	0.8240172175460222	1.0	1.0	2.0	0.0	-1532.513642981789
226000	-1806.9716703451738	-272.864733712994	-1534.10693663218	2.2495119247270976	2.2495119247271025	1.1812784391828404	0.295002497122104	1.0	1.0	2.0	0.0	-1534.10693663218
227000	-1804.951058817485	-251.3306525120318	-1553.6204063054533	2.08142851717501	2.0814285171750035	0.18989808464283586	0.04871661585203151	1.0	1.0	2.0	0.0	-1553.6204063054533
228000	-1807.11521753013	-248.05229314572446	-1559.0629243844055	2.0395445666713097	2.0395445666713092	1.611011299221825	0.4073048840221655	1.0	1.0	2.0	0.0	-1559.0629243844055
229000	-1805.0524768084063	-260.2534796408929	-1544.7989971675133	2.1553450840936823	2.1553450840937	0.1883858254067006	0.04710696083031043	1.0	1.0	2.0	0.0	-1544.7989971675133
230000	-1807.1903938853202	-256.12436139012715	-1551.066032495193	2.116205335428254	2.1162053354282557	0.687618164513178	0.14508237554680053	1.0	1.0	2.0	0.0	-1551.066032495193
231000	-1808.0679650959892	-275.82774447193765	-1532.2402206240515	2.276821826987988	2.2768218269879887	0.9497315158665343	0.19210897325185078	1.0	1.0	2.0	0.0	-1532.2402206240515
232000	-1805.2631596433198	-250.91838227008964	-1554.3447773732303	2.078450879295627	2.0784508792956427	0.15021957186044163	0.03570867272267198	1.0	1.0	2.0	0.0	-1554.3447773732303
233000	-1806.794268471253	-260.50047476642146	-1546.2937937048314	2.14989280672355	2.1498928067235537	0.9317480244260566	0.20912040615210298	1.0	1.0	2.0	0.0	-1546.2937937048314
234000	-1807.7728655254691	-252.5161041066072	-1555.256761418862	2.075503774311544	2.075503774311552	1.7487851101414191	0.39076257158611327	1.0	1.0	2.0	0.0	-1555.256761418862
235000	-1807.8171699314437	-244.56561898868122	-1563.2515509427624	2.007056690422318	2.0070566904223246	1.9572306216618205	0.49791234903841775	1.0	1.0	2.0	0.0	-1563.2515509427624
236000	-1807.1946062516909	-252.4392675175353	-1554.7553387341557	2.0812292920186497	2.081229292018654	1.1101570102510734	0.261131377054732	1.0	1.0	2.0	0.0	-1554.7553387341557
237000	-1809.682518922456	-238.71260967855247	-1570.9699092439034	1.9583700715513337	1.9583700715513424	1.9036112622499188	0.5785622871844149	1.0	1.0	2.0	0.0	-1570.9699092439034
238000	-1808.642839671409	-260.96928162373234	-1547.6735580476768	2.1328919729795284	2.1328919729795475	2.9459478516505078	0.7166550404061579	1.0	1.0	2.0	0.0	-1547.6735580476768
239000	-1807.843033482511	-260.426590473811	-1547.4164430086998	2.1315797439368875	2.131579743936895	2.621142833679863	0.6572278174206724	1.0	1.0	2.0	0.0	-1547.4164430086998
240000	-1808.662261385437	-272.2053467884592	-1536.4569145969776	2.237636528461884	2.2376365284618895	1.8632877986952396	0.387487754468678	1.0	1.0	2.0	0.0	-1536.4569145969776
241000	-1811.05645902259	-232.1469496400227	-1578.9095093825672	1.8952306145702449	1.8952306145702429	2.806348132776441	0.736183824716122	1.0	1.0	2.0	0.0	-1578.9095093825672
242000	-1806.785623817334	-264.10027879905266	-1542.6853450182814	2.1791939973897922	2.1791939973897945	0.9384699695495311	0.26402423900727895	1.0	1.0	2.0	0.0	-1542.6853450182814
243000	-1806.8405305595081	-265.89272710986137	-1540.9478034496467	2.19008967987515	2.1900896798751375	1.3268969337050476	0.3523929952314439	1.0	1.0	2.0	0.0	-1540.9478034496467
244000	-1810.0585778677262	-250.92133051091474	-1559.1372473568115	2.0410981325358772	2.0410981325358817	3.763330561667074	0.936404911231125	1.0	1.0	2.0	0.0	-1559.1372473568115
245000	-1809.1637396932574	-266.9976574615509	-1542.1660822317065	2.1832328820369984	2.183232882037003	2.864170408812925	0.748006086329908	1.0	1.0	2.0	0.0	-1542.1660822317065
246000	-1806.4757281809248	-251.83755823281555	-1554.6381699481092	2.075564864801734	2.0755648648017595	1.1423348560455269	0.3112895462250448	1.0	1.0	2.0	0.0	-1554.6381699481092
247000	-1807.4641972723277	-276.23310294164907	-1531.2310943306786	2.280631269230421	2.2806312692304127	0.8459360404178317	0.2413091412088342	1.0	1.0	2.0	0.0	-1531.2310943306786
248000	-1805.3287385193435	-255.33477352704674	-1549.9939649922967	2.110123149375646	2.1101231493756636	0.6184698977669854	0.1591132314445851	1.0	1.0	2.0	0.0	-1549.9939649922967
249000	-1808.665142866584	-269.55657842652136	-1539.1085644400625	2.2053587187182226	2.205358718718232	2.738848904077318	0.7605781959634904	1.0	1.0	2.0	0.0	-1539.1085644400625
250000	-1809.4786343751762	-264.7653509357059	-1544.7132834394704	2.1797874811869007	2.179787481186903	1.4808144121930769	0.3150885020333412	1.0	1.0	2.0	0.0	-1544.7132834394704
251000	-1805.9087815774003	-259.14005955898733	-1546.768722018413	2.1373066124059927	2.1373066124059985	1.033605747229216	0.26668435973761145	1.0	1.0	2.0	0.0	-1546.768722018413
252000	-1809.2605119355026	-274.5173247160375	-1534.743187219465	2.2479764474697808	2.24797644746978	2.5924017908328367	0.7218688581997	1.0	1.0	2.0	0.0	-1534.743187219465
253000	-1810.9021850052188	-244.26674517595367	-1566.6354398292651	1.989960253713612	1.9899602537136296	3.337497740697168	0.8835289189544515	1.0	1.0	2.0	0.0	-1566.6354398292651
254000	-1805.984752535203	-248.74564208418636	-1557.2391104510166	2.0589342419391525	2.0589342419391516	0.3025920089599647	0.06747848130491953	1.0	1.0	2.0	0.0	-1557.2391104510166
255000	-1808.9197703508303	-253.35714747936584	-1555.5626228714643	2.0812063167087076	2.081206316708704	1.729928035486605	0.5620148413681615	1.0	1.0	2.0	0.0	-1555.5626228714643
256000	-1805.9557633905697	-257.47735071507543	-1548.4784126754944	2.1289832810176774	2.1289832810176836	0.5187274951826215	0.12394120272456197	1.0	1.0	2.0	0.0	-1548.4784126754944
257000	-1810.0850357414015	-281.09842433487523	-1528.9866114065262	2.3080721499101107	2.3080721499101147	2.0614178322099748	0.5779653488679418	1.0	1.0	2.0	0.0	-1528.9866114065262
258000	-1812.6963953890524	-218.0386016569339	-1594.6577937321185	1.7974100408022209	1.797410040802221	1.0210913005053697	0.2290259484754708	1.0	1.0	2.0	0.0	-1594.6577937321185
259000	-1807.3898499956904	-256.1599244170761	-1551.2299255786143	2.103148440933677	2.1031484409336776	1.9706069631110086	0.4743815230979995	1.0	1.0	2.0	0.0	-1551.2299255786143
260000	-1806.9972218212174	-263.83395870155766	-1543.1632631196599	2.1749896552720442	2.1749896552720416	1.1875591518504909	0.25629219249505963	1.0	1.0	2.0	0.0	-1543.1632631196599
261000	-1806.6964756825046	-260.7122655102705	-1545.984210172234	2.1546176874739547	2.154617687473953	0.6114440027900151	0.17067001427180864	1.0	1.0	2.0	0.0	-1545.984210172234
262000	-1808.595924893726	-246.1439515086937	-1562.4519733850323	2.024842038690228	2.0248420386902226	1.4737544070769188	0.41180138768875735	1.0	1.0	2.0	0.0	-1562.4519733850323
263000	-1808.9170950359332	-278.9901257681566	-1529.9269692677767	2.2882772885010314	2.288277288501045	2.326700119085035	0.5943882736094273	1.0	1.0	2.0	0.0	-1529.9269692677767
264000	-1807.9698307492881	-251.00660769935314	-1556.9632230499349	2.0583851545509604	2.0583851545509626	2.1846750479680765	0.5126709959406484	1.0	1.0	2.0	0.0	-1556.9632230499349
265000	-1808.2299292842529	-269.1438266699376	-1539.0861026143152	2.207084471404108	2.2070844714041136	2.2592161029841704	0.619078637240719	1.0	1.0	2.0	0.0	-1539.0861026143152
266000	-1808.5052154888297	-233.5100990211722	-1574.9951164676575	1.922420491531944	1.9224204915319538	1.2847645563569934	0.33684251264658727	1.0	1.0	2.0	0.0	-1574.9951164676575
267000	-1806.2442600419135	-251.4145700325462	-1554.8296900093674	2.076478160021879	2.0764781600218813	0.7414100622964379	0.17893489541801083	1.0	1.0	2.0	0.0	-1554.8296900093674
268000	-1809.9862805276548	-242.82353262719087	-1567.162747900464	1.979949878004407	1.9799498780043936	3.157428911474099	0.8293675670563638	1.0	1.0	2.0	0.0	-1567.162747900464
269000	-1810.3267296324852	-233.8626436764565	-1576.4640859560288	1.9139211165174843	1.9139211165174745	2.379352948720331	0.6213677074180538	1.0	1.0	2.0	0.0	-1576.4640859560288
270000	-1805.068771603649	-253.43606333660307	-1551.6327082670462	2.0985676369700292	2.098567636970019	0.21542257088147237	0.058878273415261445	1.0	1.0	2.0	0.0	-1551.6327082670462
271000	-1808.124023336301	-260.5859252689047	-1547.5380980673963	2.132163658963789	2.1321636589637936	2.6624570385606536	0.7047374177287937	1.0	1.0	2.0	0.0	-1547.5380980673963
272000	-1807.6930139315314	-270.70069133242066	-1536.9923225991108	2.2250724553808623	2.2250724553808654	1.8183002180127965	0.44487027308221305	1.0	1.0	2.0	0.0	-1536.9923225991108
273000	-1809.8294425998492	-290.08184457966667	-1519.7475980201825	2.3799361735939204	2.3799361735939235	2.36789719544791	0.578449482362121	1.0	1.0	2.0	0.0	-1519.7475980201825
274000	-1808.3977281004445	-249.43702552131404	-1558.9607025791304	2.058836607211615	2.058836607211629	0.8410023334881231	0.23224234249539763	1.0	1.0	2.0	0.0	-1558.9607025791304
275000	-1809.398948120736	-259.44474082723343	-1549.9542072935026	2.128104840371053	2.128104840371066	2.231468554031303	0.48466717610902293	1.0	1.0	2.0	0.0	-1549.9542072935026
276000	-1806.1398097635554	-277.8560659156573	-1528.283743847898	2.3003242249759834	2.3003242249759728	0.2701823320653681	0.06231159434521416	1.0	1.0	2.0	0.0	-1528.283743847898
277000	-1805.8630315073297	-256.98907505223235	-1548.8739564550972	2.1214188676870513	2.1214188676870585	0.8372007434192243	0.2306428797166858	1.0	1.0	2.0	0.0	-1548.8739564550972
278000	-1806.998367992598	-243.38604139939815	-1563.6123265932	2.0080505055390816	2.0080505055390816	0.9388295326863424	0.21671270739631615	1.0	1.0	2.0	0.0	-1563.6123265932
279000	-1806.2773573247596	-252.83163362988793	-1553.4457236948717	2.0899945478039594	2.089994547803944	0.5540539814471446	0.15110148883615476	1.0	1.0	2.0	0.0	-1553.4457236948717
280000	-1807.0214087234713	-282.33435166883237	-1524.687057054639	2.334943493745537	2.334943493745546	0.5038226011775272	0.1271383124987132	1.0	1.0	2.0	0.0	-1524.687057054639
281000	-1807.606511787224	-250.72382606251495	-1556.882685724709	2.0667808928265443	2.0667808928265536	1.155098030838222	0.24556809285962866	1.0	1.0	2.0	0.0	-1556.882685724709
282000	-1809.5612546465363	-281.8627246316452	-1527.698530014891	2.306637891923212	2.306637891923214	2.899400540187793	0.6774519901266228	1.0	1.0	2.0	0.0	-1527.698530014891
283000	-1810.5224586598522	-281.10739345791876	-1529.4150652019334	2.288615262557983	2.2886152625579803	3.9858163161939335	1.0117329409432567	1.0	1.0	2.0	0.0	-1529.4150652019334
284000	-1807.0258592776331	-252.96164144749707	-1554.0642178301362	2.083701086463776	2.083701086463778	1.245277565397059	0.349888059168457	1.0	1.0	2.0	0.0	-1554.0642178301362
285000	-1806.4800008609473	-270.51234238182883	-1535.9676584791184	2.2299392669257787	2.2299392669257823	1.1874859888107887	0.29968997156791694	1.0	1.0	2.0	0.0	-1535.9676584791184
286000	-1805.262355986749	-258.11864141926793	-1547.143714567481	2.1352159083111726	2.1352159083111752	0.4201330528718846	0.11120206436763432	1.0	1.0	2.0	0.0	-1547.143714567481
287000	-1811.1698873045248	-263.92881153257247	-1547.2410757719524	2.1327371416702796	2.1327371416702956	5.2626836418065075	1.3781458855087392	1.0	1.0	2.0	0.0	-1547.2410757719524
288000	-1806.9858660019206	-245.91320744220707	-1561.0726585597135	2.0247516033939648	2.024751603393945	1.2969272013657993	0.3688062139905443	1.0	1.0	2.0	0.0	-1561.0726585597135
289000	-1806.6833018152136	-258.14841794175476	-1548.5348838734587	2.1244032528195618	2.1244032528195724	1.4775966363894804	0.38920580419284495	1.0	1.0	2.0	0.0	-1548.5348838734587
290000	-1807.973383848367	-272.3737732238638	-1535.5996106245032	2.2330670383973863	2.2330670383973854	2.345388649453528	0.6255550890640148	1.0	1.0	2.0	0.0	-1535.5996106245032
291000	-1808.4602953096387	-270.036308201272	-1538.4239871083666	2.215281379807057	2.2152813798070548	2.2717461490712494	0.5092767575356901	1.0	1.0	2.0	0.0	-1538.4239871083666
292000	-1808.2941695398226	-262.4989142852804	-1545.795255254542	2.163465505208758	2.163465505208756	1.2505112822667033	0.24985437735683652	1.0	1.0	2.0	0.0	-1545.795255254542
293000	-1807.012602771364	-246.81560148632406	-1560.19700128504	2.033816175877178	2.033816175877168	1.139487902506337	0.3339344918637154	1.0	1.0	2.0	0.0	-1560.19700128504
294000	-1805.8184042810362	-246.94431668019553	-1558.8740876008408	2.0431755243786736	2.0431755243786838	0.3774509307987065	0.0943926730011762	1.0	1.0	2.0	0.0	-1558.8740876008408
295000	-1810.5623146134205	-286.2626845901531	-1524.2996300232674	2.3401765276247843	2.340176527624781	3.2095279338662963	0.7179559260911497	1.0	1.0	2.0	0.0	-1524.2996300232674
296000	-1807.7184135443458	-246.57316448773673	-1561.1452490566091	2.028768368363329	2.0287683683633304	1.414793468792972	0.4258014042742111	1.0	1.0	2.0	0.0	-1561.1452490566091
