name,Strain,gisaid_epi_isl,Collection Data,Region,Country,Admin Division,Region of exposure,Country of exposure,Division of exposure
hCoV-19/NewZealand/20VR0174/2020|EPI_ISL_413490|2020-02-27|Oceania,NewZealand/20VR0174/2020,EPI_ISL_413490,2020-02-27,Oceania,Oceania,Oceania,Asia,Asia,Asia
hCoV-19/Iran/1600/2020|EPI_ISL_582033|2020-04-03|Asia,Iran/1600/2020,EPI_ISL_582033,2020-04-03,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Australia/VIC1567/2020|EPI_ISL_456487|2020-05-06|Oceania,Australia/VIC1567/2020,EPI_ISL_456487,2020-05-06,Oceania,Oceania,Oceania,Oceania,Oceania,
hCoV-19/UnitedArabEmirates/L2004034430/2020|EPI_ISL_520668|2020-04-13|Asia,UnitedArabEmirates/L2004034430/2020,EPI_ISL_520668,2020-04-13,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Canada/BC_4143842/2020|EPI_ISL_418827|2020-03-04|NorthAmerica,Canada/BC_4143842/2020,EPI_ISL_418827,2020-03-04,North America,Canada,British Columbia,North America,Canada,
hCoV-19/Bahrein/BAH-02/2020|EPI_ISL_483543|2020-03-11|Asia,Bahrein/BAH-02/2020,EPI_ISL_483543,2020-03-11,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Kazakhstan/NCB-1/2020|EPI_ISL_435045|2020-03-22|Asia,Kazakhstan/NCB-1/2020,EPI_ISL_435045,2020-03-22,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Lebanon/S5_762/2020|EPI_ISL_450512|2020-02-27|Asia,Lebanon/S5_762/2020,EPI_ISL_450512,2020-02-27,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Oman/RESP-20-837/2020|EPI_ISL_457704|2020-02-24|Asia,Oman/RESP-20-837/2020,EPI_ISL_457704,2020-02-24,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Georgia/Tb-82/2020|EPI_ISL_415644|2020-02-28|Asia,Georgia/Tb-82/2020,EPI_ISL_415644,2020-02-28,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Kuwait/KU12/2020|EPI_ISL_416458|2020-03-02|Asia,Kuwait/KU12/2020,EPI_ISL_416458,2020-03-02,Asia,Asia,Asia,Asia,Asia,
hCoV-19/UnitedArabEmirates/L4711/2020|EPI_ISL_469278|2020-03-24|Asia,UnitedArabEmirates/L4711/2020,EPI_ISL_469278,2020-03-24,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Kenya/S052/2020|EPI_ISL_457932|2020-03-14|Africa,Kenya/S052/2020,EPI_ISL_457932,2020-03-14,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Uganda/UG011/2020|EPI_ISL_451193|2020-03-30|Africa,Uganda/UG011/2020,EPI_ISL_451193,2020-03-30,Africa,Africa,Africa,Africa,Africa,
hCoV-19/SriLanka/CDR503/2020|EPI_ISL_525479|2020-03-31|Asia,SriLanka/CDR503/2020,EPI_ISL_525479,2020-03-31,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Norway/1380/2020|EPI_ISL_417484|2020-02-26|Europe,Norway/1380/2020,EPI_ISL_417484,2020-02-26,Europe,Europe,Europe,Asia,Asia,Asia
hCoV-19/Canada/ON_SHSC-01/2020|EPI_ISL_450747|2020-02-26|NorthAmerica,Canada/ON_SHSC-01/2020,EPI_ISL_450747,2020-02-26,North America,Canada,Ontario,Asia,Asia,Asia
hCoV-19/Canada/BC_66353/2020|EPI_ISL_415587|2020-03-04|NorthAmerica,Canada/BC_66353/2020,EPI_ISL_415587,2020-03-04,North America,Canada,British Columbia,Asia,Asia,Asia
hCoV-19/Bahrein/BAH-06/2020|EPI_ISL_483547|2020-03-07|Asia,Bahrein/BAH-06/2020,EPI_ISL_483547,2020-03-07,Asia,Asia,Asia,Asia,Asia,
hCoV-19/India/UN-1621/2020|EPI_ISL_421671|2020-03-12|Asia,India/UN-1621/2020,EPI_ISL_421671,2020-03-12,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Lebanon/S9_764/2020|EPI_ISL_450515|2020-03-11|Asia,Lebanon/S9_764/2020,EPI_ISL_450515,2020-03-11,Asia,Asia,Asia,Europe,Europe,Europe
hCoV-19/Oman/RESP-20-797/2020|EPI_ISL_457701|2020-02-23|Asia,Oman/RESP-20-797/2020,EPI_ISL_457701,2020-02-23,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Turkey/HSGM-1468/2020|EPI_ISL_437312|2020-03-25|Europe,Turkey/HSGM-1468/2020,EPI_ISL_437312,2020-03-25,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Australia/VIC1733/2020|EPI_ISL_456631|2020-05-05|Oceania,Australia/VIC1733/2020,EPI_ISL_456631,2020-05-05,Oceania,Oceania,Oceania,Oceania,Oceania,
hCoV-19/Bahrein/BAH-03/2020|EPI_ISL_483544|2020-03-17|Asia,Bahrein/BAH-03/2020,EPI_ISL_483544,2020-03-17,Asia,Asia,Asia,Asia,Asia,
hCoV-19/UnitedArabEmirates/L0287/2020|EPI_ISL_469276|2020-03-27|Asia,UnitedArabEmirates/L0287/2020,EPI_ISL_469276,2020-03-27,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Turkey/HSGM-11518/2020|EPI_ISL_429872|2020-03-25|Europe,Turkey/HSGM-11518/2020,EPI_ISL_429872,2020-03-25,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/TX_2039/2020|EPI_ISL_420796|2020-02-29|NorthAmerica,USA/TX_2039/2020,EPI_ISL_420796,2020-02-29,North America,USA,Texas,North America,USA,
hCoV-19/Israel/ISR_JP0320/2020|EPI_ISL_419211|2020-02-23|Asia,Israel/ISR_JP0320/2020,EPI_ISL_419211,2020-02-23,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/CA-SR0454/2020|EPI_ISL_467977|2020-03-12|NorthAmerica,USA/CA-SR0454/2020,EPI_ISL_467977,2020-03-12,North America,USA,California,North America,USA,
hCoV-19/Guam/GU_NHG_03/2020|EPI_ISL_445000|2020-03-20|Oceania,Guam/GU_NHG_03/2020,EPI_ISL_445000,2020-03-20,Oceania,Oceania,Oceania,Oceania,Oceania,
hCoV-19/Guam/GU_NHG_01/2020|EPI_ISL_444998|2020-03-26|Oceania,Guam/GU_NHG_01/2020,EPI_ISL_444998,2020-03-26,Oceania,Oceania,Oceania,Oceania,Oceania,
hCoV-19/Brunei/3/2020|EPI_ISL_435675|2020-03-11|Asia,Brunei/3/2020,EPI_ISL_435675,2020-03-11,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Brunei/2/2020|EPI_ISL_435674|2020-03-11|Asia,Brunei/2/2020,EPI_ISL_435674,2020-03-11,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Brunei/4/2020|EPI_ISL_435676|2020-03-21|Asia,Brunei/4/2020,EPI_ISL_435676,2020-03-21,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Malaysia/MGI-MAEPS126/2020|EPI_ISL_568875|2020-05-04|Asia,Malaysia/MGI-MAEPS126/2020,EPI_ISL_568875,2020-05-04,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Malaysia/3097/2020|EPI_ISL_501200|2020-05-04|Asia,Malaysia/3097/2020,EPI_ISL_501200,2020-05-04,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Myanmar/MMC_137/2020|EPI_ISL_512844|2020-04-22|Asia,Myanmar/MMC_137/2020,EPI_ISL_512844,2020-04-22,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/HI-QDX-424/2020|EPI_ISL_571185|2020-03-18|NorthAmerica,USA/HI-QDX-424/2020,EPI_ISL_571185,2020-03-18,North America,USA,Hawaii,North America,USA,
hCoV-19/USA/CA-CZB-1231/2020|EPI_ISL_450480|2020-03-17|NorthAmerica,USA/CA-CZB-1231/2020,EPI_ISL_450480,2020-03-17,North America,USA,California,North America,USA,
hCoV-19/Philippines/PGC06/2020|EPI_ISL_434558|2020-03-28|Asia,Philippines/PGC06/2020,EPI_ISL_434558,2020-03-28,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Gambia/GC19-026/2020|EPI_ISL_428856|2020-03-21|Africa,Gambia/GC19-026/2020,EPI_ISL_428856,2020-03-21,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Philippines/RITM-05/2020|EPI_ISL_430843|2020-03-22|Asia,Philippines/RITM-05/2020,EPI_ISL_430843,2020-03-22,Asia,Asia,Asia,Asia,Asia,
hCoV-19/India/TG-GMC-RK1090/2020|EPI_ISL_438139|2020-03-25|Asia,India/TG-GMC-RK1090/2020,EPI_ISL_438139,2020-03-25,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Guam/GU_NHG_02/2020|EPI_ISL_444999|2020-03-24|Oceania,Guam/GU_NHG_02/2020,EPI_ISL_444999,2020-03-24,Oceania,Oceania,Oceania,Oceania,Oceania,
hCoV-19/HongKong/HKU-200723-105/2020|EPI_ISL_498270|2020-05-08|Asia,HongKong/HKU-200723-105/2020,EPI_ISL_498270,2020-05-08,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Canada/NB_257/2020|EPI_ISL_481750|2020-04-03|NorthAmerica,Canada/NB_257/2020,EPI_ISL_481750,2020-04-03,North America,Canada,New Brunswick,North America,Canada,
hCoV-19/India/TG-CCMB-J043/2020|EPI_ISL_447560|2020-03-31|Asia,India/TG-CCMB-J043/2020,EPI_ISL_447560,2020-03-31,Asia,Asia,Asia,Asia,Asia,
hCoV-19/SierraLeone/KGH-G-8604/2020|EPI_ISL_512814|2020-04-03|Africa,SierraLeone/KGH-G-8604/2020,EPI_ISL_512814,2020-04-03,Africa,Africa,Africa,Africa,Africa,
hCoV-19/India/TG-CCMB-J220/2020|EPI_ISL_450331|2020-04-01|Asia,India/TG-CCMB-J220/2020,EPI_ISL_450331,2020-04-01,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Jamaica/JM-CDC-4376/2020|EPI_ISL_450794|2020-03-11|NorthAmerica,Jamaica/JM-CDC-4376/2020,EPI_ISL_450794,2020-03-11,North America,Jamaica,Jamaica,North America,Jamaica,
hCoV-19/Thailand/Bangkok-CONI-0107/2020|EPI_ISL_455910|2020-03-11|Asia,Thailand/Bangkok-CONI-0107/2020,EPI_ISL_455910,2020-03-11,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Malaysia/IMR_WC2423/2020|EPI_ISL_459953|2020-03-16|Asia,Malaysia/IMR_WC2423/2020,EPI_ISL_459953,2020-03-16,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Indonesia/JB-EIJK16/2020|EPI_ISL_574606|2020-04-06|Asia,Indonesia/JB-EIJK16/2020,EPI_ISL_574606,2020-04-06,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Indonesia/EJ-ITD-3601NT/2020|EPI_ISL_560991|2020-04-14|Asia,Indonesia/EJ-ITD-3601NT/2020,EPI_ISL_560991,2020-04-14,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Malaysia/1121/2020|EPI_ISL_501182|2020-03-24|Asia,Malaysia/1121/2020,EPI_ISL_501182,2020-03-24,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Malaysia/2875/2020|EPI_ISL_501198|2020-03-28|Asia,Malaysia/2875/2020,EPI_ISL_501198,2020-03-28,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Slovenia/MB0329/2020|EPI_ISL_426379|2020-03-29|Europe,Slovenia/MB0329/2020,EPI_ISL_426379,2020-03-29,Europe,Europe,Europe,Europe,Europe,
hCoV-19/India/TG-CCMB-J283/2020|EPI_ISL_450328|2020-04-01|Asia,India/TG-CCMB-J283/2020,EPI_ISL_450328,2020-04-01,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Malaysia/IMR_WC10195/2020|EPI_ISL_490014|2020-04-10|Asia,Malaysia/IMR_WC10195/2020,EPI_ISL_490014,2020-04-10,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Malaysia/7685/2020|EPI_ISL_506996|2020-04-10|Asia,Malaysia/7685/2020,EPI_ISL_506996,2020-04-10,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Timor-Leste/TL07/2020|EPI_ISL_456606|2020-04-11|Asia,Timor-Leste/TL07/2020,EPI_ISL_456606,2020-04-11,Asia,Asia,Asia,Asia,Asia,
hCoV-19/India/HR-THSTI-BAL-231/2020|EPI_ISL_454862|2020-04-11|Asia,India/HR-THSTI-BAL-231/2020,EPI_ISL_454862,2020-04-11,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Timor-Leste/TL21/2020|EPI_ISL_456607|2020-04-14|Asia,Timor-Leste/TL21/2020,EPI_ISL_456607,2020-04-14,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Timor-Leste/TL22/2020|EPI_ISL_456612|2020-04-17|Asia,Timor-Leste/TL22/2020,EPI_ISL_456612,2020-04-17,Asia,Asia,Asia,Asia,Asia,
hCoV-19/India/DL-MaxCov0035-CSIR-IGIB/2020|EPI_ISL_459937|2020-05-10|Asia,India/DL-MaxCov0035-CSIR-IGIB/2020,EPI_ISL_459937,2020-05-10,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Singapore/299/2020|EPI_ISL_462417|2020-04-14|Asia,Singapore/299/2020,EPI_ISL_462417,2020-04-14,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Singapore/628/2020|EPI_ISL_490078|2020-05-10|Asia,Singapore/628/2020,EPI_ISL_490078,2020-05-10,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Italy/LAZ-INMI1-cs/2020|EPI_ISL_410546|2020-01-31|Europe,Italy/LAZ-INMI1-cs/2020,EPI_ISL_410546,2020-01-29,Europe,Europe,Europe,Asia,Asia,Asia
hCoV-19/Italy/LAZ-INMI-SPL1/2020|EPI_ISL_412974|2020-01-29|Europe,Italy/LAZ-INMI-SPL1/2020,EPI_ISL_412974,2020-01-29,Europe,Europe,Europe,Europe,Europe,
hCoV-19/HongKong/HKPU65-1202/2020|EPI_ISL_419241|2020-02-19|Asia,HongKong/HKPU65-1202/2020,EPI_ISL_419241,2020-02-19,Asia,Asia,Asia,Asia,Asia,
hCoV-19/HongKong/HKPU83-1702/2020|EPI_ISL_419247|2020-02-24|Asia,HongKong/HKPU83-1702/2020,EPI_ISL_419247,2020-02-24,Asia,Asia,Asia,Asia,Asia,
hCoV-19/HongKong/HKPU89-2502/2020|EPI_ISL_419250|2020-02-26|Asia,HongKong/HKPU89-2502/2020,EPI_ISL_419250,2020-02-26,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Iceland/13/2020|EPI_ISL_417765|2020-02-27|Europe,Iceland/13/2020,EPI_ISL_417765,2020-02-27,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Norway/1493/2020|EPI_ISL_417488|2020-02-29|Europe,Norway/1493/2020,EPI_ISL_417488,2020-02-29,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Italy/LAZ-INMI2-N/2020|EPI_ISL_451302|2020-01-30|Europe,Italy/LAZ-INMI2-N/2020,EPI_ISL_451302,2020-01-30,Europe,Europe,Europe,Asia,Asia,Asia
hCoV-19/Italy/LAZ-INMI2-B/2020|EPI_ISL_451301|2020-02-03|Europe,Italy/LAZ-INMI2-B/2020,EPI_ISL_451301,2020-02-03,Europe,Europe,Europe,Asia,Asia,Asia
hCoV-19/Taiwan/TSGH-36/2020|EPI_ISL_457730|2020-02-06|Asia,Taiwan/TSGH-36/2020,EPI_ISL_457730,2020-02-06,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Georgia/Tb-468/2020|EPI_ISL_415643|2020-03-10|Asia,Georgia/Tb-468/2020,EPI_ISL_415643,2020-03-10,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Georgia/Tb-537/2020|EPI_ISL_416480|2020-03-11|Asia,Georgia/Tb-537/2020,EPI_ISL_416480,2020-03-11,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Georgia/Tb-54/2020|EPI_ISL_415641|2020-02-27|Asia,Georgia/Tb-54/2020,EPI_ISL_415641,2020-02-27,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Spain/VC-FISABIO-124/2020|EPI_ISL_436219|2020-03-14|Europe,Spain/VC-FISABIO-124/2020,EPI_ISL_436219,2020-03-14,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Chile/Santiago_6/2020|EPI_ISL_445249|2020-03-09|SouthAmerica,Chile/Santiago_6/2020,EPI_ISL_445249,2020-03-09,South America,South America,South America,South America,South America,
hCoV-19/Portugal/PT0847/2020|EPI_ISL_511106|2020-04-30|Europe,Portugal/PT0847/2020,EPI_ISL_511106,2020-04-30,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Portugal/PT0846/2020|EPI_ISL_511105|2020-05-05|Europe,Portugal/PT0846/2020,EPI_ISL_511105,2020-05-05,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Slovenia/808/2020|EPI_ISL_420541|2020-03-05|Europe,Slovenia/808/2020,EPI_ISL_420541,2020-03-05,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/WA3-UW1/2020|EPI_ISL_413025|2020-02-27|NorthAmerica,USA/WA3-UW1/2020,EPI_ISL_413025,2020-02-27,North America,USA,Washington,Asia,Asia,Asia
hCoV-19/SouthKorea/KCDC2021/2020|EPI_ISL_471426|2020-02-18|Asia,SouthKorea/KCDC2021/2020,EPI_ISL_471426,2020-02-18,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/ME-HETL-J0083/2020|EPI_ISL_513493|2020-03-20|NorthAmerica,USA/ME-HETL-J0083/2020,EPI_ISL_513493,2020-03-20,North America,USA,Maine,North America,USA,
hCoV-19/USA/KS-USAFSAM-S020/2020|EPI_ISL_512794|2020-03-23|NorthAmerica,USA/KS-USAFSAM-S020/2020,EPI_ISL_512794,2020-03-23,North America,USA,Kansas,North America,USA,
hCoV-19/Singapore/27/2020|EPI_ISL_420104|2020-03-05|Asia,Singapore/27/2020,EPI_ISL_420104,2020-03-05,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Timor-Leste/TL25/2020|EPI_ISL_456600|2020-03-30|Asia,Timor-Leste/TL25/2020,EPI_ISL_456600,2020-03-30,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/VA-DCLS-0554/2020|EPI_ISL_485855|2020-03-13|NorthAmerica,USA/VA-DCLS-0554/2020,EPI_ISL_485855,2020-03-13,North America,USA,Virginia,North America,USA,
hCoV-19/USA/AK-PHL016/2020|EPI_ISL_431016|2020-03-18|NorthAmerica,USA/AK-PHL016/2020,EPI_ISL_431016,2020-03-18,North America,USA,Alaska,North America,USA,
hCoV-19/USA/AK-PHL038/2020|EPI_ISL_492087|2020-03-22|NorthAmerica,USA/AK-PHL038/2020,EPI_ISL_492087,2020-03-22,North America,USA,Alaska,North America,USA,
hCoV-19/USA/AZ-TG268188/2020|EPI_ISL_426502|2020-03-17|NorthAmerica,USA/AZ-TG268188/2020,EPI_ISL_426502,2020-03-17,North America,USA,Arizona,North America,USA,
hCoV-19/Malaysia/5056/2020|EPI_ISL_501211|2020-04-02|Asia,Malaysia/5056/2020,EPI_ISL_501211,2020-04-02,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Ukraine/203100357/2020|EPI_ISL_512636|2020-05-08|Europe,Ukraine/203100357/2020,EPI_ISL_512636,2020-05-08,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Ireland/D-NVRL-24042/2020|EPI_ISL_418583|2020-03-10|Europe,Ireland/D-NVRL-24042/2020,EPI_ISL_418583,2020-03-10,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Jamaica/JM-CDC-0078/2020|EPI_ISL_450792|2020-03-11|NorthAmerica,Jamaica/JM-CDC-0078/2020,EPI_ISL_450792,2020-03-11,North America,Jamaica,Jamaica,North America,Jamaica,
hCoV-19/USA/MA-MGH-00209/2020|EPI_ISL_460280|2020-03-26|NorthAmerica,USA/MA-MGH-00209/2020,EPI_ISL_460280,2020-03-26,North America,USA,Massachusetts,North America,USA,
hCoV-19/Germany/MV-Cento-70002372/2020|EPI_ISL_459964|2020-03-28|Europe,Germany/MV-Cento-70002372/2020,EPI_ISL_459964,2020-03-28,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/OR-PROV-222/2020|EPI_ISL_482457|2020-03-26|NorthAmerica,USA/OR-PROV-222/2020,EPI_ISL_482457,2020-03-26,North America,USA,Oregon,North America,USA,
hCoV-19/USA/OR-OHSU-0245/2020|EPI_ISL_509080|2020-04-06|NorthAmerica,USA/OR-OHSU-0245/2020,EPI_ISL_509080,2020-04-06,North America,USA,Oregon,North America,USA,
hCoV-19/Norway/1379/2020|EPI_ISL_417483|2020-02-27|Europe,Norway/1379/2020,EPI_ISL_417483,2020-02-27,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/OR_2656/2020|EPI_ISL_419558|2020-02-27|NorthAmerica,USA/OR_2656/2020,EPI_ISL_419558,2020-02-27,North America,USA,Oregon,North America,USA,
hCoV-19/Jordan/SR-0333/2020|EPI_ISL_450186|2020-04-07|Asia,Jordan/SR-0333/2020,EPI_ISL_450186,2020-04-07,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/UT-083/2020|EPI_ISL_430032|2020-03-17|NorthAmerica,USA/UT-083/2020,EPI_ISL_430032,2020-03-17,North America,USA,Utah,North America,USA,
hCoV-19/Canada/NB-223/2020|EPI_ISL_479639|2020-03-26|NorthAmerica,Canada/NB-223/2020,EPI_ISL_479639,2020-03-26,North America,Canada,New Brunswick,North America,Canada,
hCoV-19/USA/OR-PROV-025/2020|EPI_ISL_482309|2020-03-30|NorthAmerica,USA/OR-PROV-025/2020,EPI_ISL_482309,2020-03-30,North America,USA,Oregon,North America,USA,
hCoV-19/Poland/Pom1/2020|EPI_ISL_428209|2020-04-06|Europe,Poland/Pom1/2020,EPI_ISL_428209,2020-04-06,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/OR-PROV-029/2020|EPI_ISL_486830|2020-03-29|NorthAmerica,USA/OR-PROV-029/2020,EPI_ISL_486830,2020-03-29,North America,USA,Oregon,North America,USA,
hCoV-19/USA/OR-PROV-168/2020|EPI_ISL_482419|2020-05-08|NorthAmerica,USA/OR-PROV-168/2020,EPI_ISL_482419,2020-05-08,North America,USA,Oregon,North America,USA,
hCoV-19/Canada/NS-NML-900/2020|EPI_ISL_579549|2020-03-21|NorthAmerica,Canada/NS-NML-900/2020,EPI_ISL_579549,2020-03-21,North America,Canada,Nova Scotia,North America,Canada,
hCoV-19/USA/TX-QDX-834/2020|EPI_ISL_571687|2020-03-16|NorthAmerica,USA/TX-QDX-834/2020,EPI_ISL_571687,2020-03-16,North America,USA,Texas,North America,USA,
hCoV-19/Canada/ON-OICR-SLB2832/2020|EPI_ISL_538358|2020-04-03|NorthAmerica,Canada/ON-OICR-SLB2832/2020,EPI_ISL_538358,2020-04-03,North America,Canada,Ontario,North America,Canada,
hCoV-19/Jamaica/JM-CDC-0869/2020|EPI_ISL_450793|2020-03-09|NorthAmerica,Jamaica/JM-CDC-0869/2020,EPI_ISL_450793,2020-03-09,North America,Jamaica,Jamaica,North America,Jamaica,
hCoV-19/Jamaica/JM-CDC-6365/2020|EPI_ISL_450796|2020-03-16|NorthAmerica,Jamaica/JM-CDC-6365/2020,EPI_ISL_450796,2020-03-16,North America,Jamaica,Jamaica,North America,Jamaica,
hCoV-19/Jamaica/JM-CDC-5836/2020|EPI_ISL_450795|2020-03-14|NorthAmerica,Jamaica/JM-CDC-5836/2020,EPI_ISL_450795,2020-03-14,North America,Jamaica,Jamaica,North America,Jamaica,
hCoV-19/USA/AR-QDX-679/2020|EPI_ISL_571408|2020-03-18|NorthAmerica,USA/AR-QDX-679/2020,EPI_ISL_571408,2020-03-18,North America,USA,Arkansas,North America,USA,
hCoV-19/USA/AR-QDX-532/2020|EPI_ISL_571261|2020-03-18|NorthAmerica,USA/AR-QDX-532/2020,EPI_ISL_571261,2020-03-18,North America,USA,Arkansas,North America,USA,
hCoV-19/Aruba/AW-RIVM-10122/2020|EPI_ISL_547449|2020-03-22|SouthAmerica,Aruba/AW-RIVM-10122/2020,EPI_ISL_547449,2020-03-22,South America,South America,South America,South America,South America,
hCoV-19/Aruba/AW-RIVM-10101/2020|EPI_ISL_547445|2020-03-13|SouthAmerica,Aruba/AW-RIVM-10101/2020,EPI_ISL_547445,2020-03-13,South America,South America,South America,South America,South America,
hCoV-19/Ireland/LH-NVRL-22901/2020|EPI_ISL_418582|2020-03-10|Europe,Ireland/LH-NVRL-22901/2020,EPI_ISL_418582,2020-03-10,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/MD-MDH-0027/2020|EPI_ISL_481273|2020-04-04|NorthAmerica,USA/MD-MDH-0027/2020,EPI_ISL_481273,2020-04-04,North America,USA,Maryland,North America,USA,
hCoV-19/USA/MN-MDH-1321/2020|EPI_ISL_495620|2020-03-25|NorthAmerica,USA/MN-MDH-1321/2020,EPI_ISL_495620,2020-03-25,North America,USA,Minnesota,North America,USA,
hCoV-19/Greece/52_37266/2020|EPI_ISL_437910|2020-04-01|Europe,Greece/52_37266/2020,EPI_ISL_437910,2020-04-01,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Nigeria/ED02-CV156/2020|EPI_ISL_527874|2020-03-23|Africa,Nigeria/ED02-CV156/2020,EPI_ISL_527874,2020-03-23,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Zhejiang/OS5/2020|EPI_ISL_455689|2020-03-24|Asia,Zhejiang/OS5/2020,EPI_ISL_455689,2020-03-24,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Nigeria/OY045A-CV35/2020|EPI_ISL_455431|2020-04-02|Africa,Nigeria/OY045A-CV35/2020,EPI_ISL_455431,2020-04-02,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Canada/NB-224/2020|EPI_ISL_479640|2020-03-26|NorthAmerica,Canada/NB-224/2020,EPI_ISL_479640,2020-03-26,North America,Canada,New Brunswick,North America,Canada,
hCoV-19/USA/MN-MDH-297/2020|EPI_ISL_450765|2020-03-26|NorthAmerica,USA/MN-MDH-297/2020,EPI_ISL_450765,2020-03-26,North America,USA,Minnesota,North America,USA,
hCoV-19/India/MH-1-31/2020|EPI_ISL_413523|2020-01-31|Asia,India/MH-1-31/2020,EPI_ISL_413523,2020-01-31,Asia,Asia,Asia,Asia,Asia,
hCoV-19/England/01/2020|EPI_ISL_407071|2020-01-29|Europe,England/01/2020,EPI_ISL_407071,2020-01-29,Europe,Europe,Europe,Asia,Asia,Asia
hCoV-19/England/02/2020|EPI_ISL_407073|2020-01-29|Europe,England/02/2020,EPI_ISL_407073,2020-01-29,Europe,Europe,Europe,Asia,Asia,Asia
hCoV-19/SouthKorea/KCDC2062/2020|EPI_ISL_497963|2020-01-31|Asia,SouthKorea/KCDC2062/2020,EPI_ISL_497963,2020-01-31,Asia,Asia,Asia,Asia,Asia,
hCoV-19/SouthKorea/KCDC03/2020|EPI_ISL_407193|2020-01-25|Asia,SouthKorea/KCDC03/2020,EPI_ISL_407193,2020-01-25,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Japan/PG-0213/2020|EPI_ISL_479913|2020-02-28|Asia,Japan/PG-0213/2020,EPI_ISL_479913,2020-02-28,Asia,Asia,Asia,Asia,Asia,
hCoV-19/SouthKorea/KCDC06/2020|EPI_ISL_412870|2020-01-30|Asia,SouthKorea/KCDC06/2020,EPI_ISL_412870,2020-01-30,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Thailand/Bangkok-0083/2020|EPI_ISL_447024|2020-04-02|Asia,Thailand/Bangkok-0083/2020,EPI_ISL_447024,2020-04-02,Asia,Asia,Asia,Asia,Asia,
